WR1000_N100	1.21258674219	1.21255989416
WR1000_N200	1.21289108433	1.21281820387
WR1000_N400	1.21341253596	1.21335754981
WR1000_N600	1.21387127044	1.21381098776
WR1000_N800	1.2148423329	1.21481964576
WR1000_N900	1.21689304526	1.21692766597
WR1200_N100	1.22876828425	1.22886042471
WR1200_N1000	1.23414317692	1.23405764362
WR1200_N1100	1.23866673732	1.23837398316
WR1200_N200	1.22933697308	1.22918045343
WR1200_N400	1.23015430106	1.23013208168
WR1200_N600	1.23074289045	1.23093908561
WR1200_N800	1.23185681278	1.23165855692
WR1400_N100	1.24831842405	1.24828138978
WR1400_N1000	1.25257324571	1.25259237812
WR1400_N1200	1.25447796916	1.25457626444
WR1400_N1300	1.25824108914	1.25812236319
WR1400_N200	1.24907429539	1.24902612428
WR1400_N400	1.25003267918	1.25004686902
WR1400_N600	1.25082630013	1.25087486409
WR1400_N800	1.25160405265	1.25169774173
WR1600_N100	1.26400062577	1.26391183026
WR1600_N1000	1.2689268504	1.26882662967
WR1600_N1200	1.26985475083	1.26977085778
WR1600_N1400	1.27217181356	1.27232685797
WR1600_N1500	1.27670262444	1.27667129053
WR1600_N200	1.26481482681	1.26487971394
WR1600_N400	1.26608604021	1.26614375343
WR1600_N600	1.26709184366	1.26718024177
WR1600_N800	1.26790063997	1.268035658
WR1800_N100	1.2753150477	1.27532723725
WR1800_N1000	1.28055048466	1.28051488556
WR1800_N1200	1.28114249133	1.28123060572
WR1800_N1400	1.2820977793	1.28202260842
WR1800_N1600	1.28407002097	1.28399618768
WR1800_N1700	1.28845449771	1.2883638097
WR1800_N200	1.27645301119	1.27636834902
WR1800_N400	1.27788929412	1.27800376537
WR1800_N600	1.27900027056	1.27911818625
WR1800_N800	1.27995025118	1.27979473418
WR2000_N100	1.29161786693	1.29135473536
WR2000_N1000	1.29847730874	1.29850008105
WR2000_N1200	1.29955165499	1.29935599889
WR2000_N1400	1.30061907044	1.30056875177
WR2000_N1600	1.3022090433	1.30222372424
WR2000_N1800	1.30661890808	1.30649649293
WR2000_N1900	1.31376408688	1.31366237363
WR2000_N200	1.29316556043	1.29286041734
WR2000_N400	1.29511220037	1.2950179726
WR2000_N600	1.2964235068	1.29645762937
WR2000_N800	1.29757488748	1.29746079963
WR200_N100	1.1755367376	1.17553681735
WR2200_N100	1.31179305827	1.31202128276
WR2200_N1000	1.32091002152	1.32096301561
WR2200_N1200	1.32180788183	1.32193457288
WR2200_N1400	1.32274760745	1.32266961925
WR2200_N1600	1.3236538867	1.32365279885
WR2200_N1800	1.32495509534	1.32488503576
WR2200_N200	1.3136084589	1.31351199657
WR2200_N2000	1.32754003586	1.3275695572
WR2200_N2100	1.33206279711	1.33185061191
WR2200_N400	1.31622121255	1.31625695449
WR2200_N600	1.31839937891	1.31827498671
WR2200_N800	1.31972381264	1.31967702869
WR2400_N100	1.31829367896	1.31818185875
WR2400_N1000	1.32878015183	1.32876790602
WR2400_N1200	1.3296018251	1.32960852065
WR2400_N1400	1.33026730766	1.33041565359
WR2400_N1600	1.33092138418	1.33093035546
WR2400_N1800	1.33156353876	1.33172380461
WR2400_N200	1.3206298988	1.32036965783
WR2400_N2000	1.33240060921	1.3324539965
WR2400_N2200	1.33476524646	1.33466679556
WR2400_N2300	1.33959038573	1.33947255339
WR2400_N400	1.32351523867	1.32375397375
WR2400_N600	1.32589363237	1.32579575938
WR2400_N800	1.3277067753	1.32751456287
WR2600_N100	1.32693385528	1.32665687497
WR2600_N1000	1.34030414751	1.3400997209
WR2600_N1200	1.34125572833	1.34120945973
WR2600_N1400	1.34212502977	1.34213742664
WR2600_N1600	1.34297520094	1.34298626668
WR2600_N1800	1.34398383986	1.34381825226
WR2600_N200	1.33027694635	1.33007603987
WR2600_N2000	1.34488400799	1.34493174386
WR2600_N2200	1.34662216436	1.34645017998
WR2600_N2400	1.35136788517	1.35150154256
WR2600_N2500	1.35930783103	1.35943263
WR2600_N400	1.33380969581	1.33385518022
WR2600_N600	1.33661191692	1.33666678254
WR2600_N800	1.33864000984	1.33876382829
WR2800_N100	1.34230519052	1.34247629188
WR2800_N1000	1.36012266947	1.36013407243
WR2800_N1200	1.36166859554	1.36167254157
WR2800_N1400	1.36290943174	1.36278398908
WR2800_N1600	1.36375675314	1.36385367373
WR2800_N1800	1.36470981385	1.36480235341
WR2800_N200	1.34667070925	1.3463749148
WR2800_N2000	1.3658952879	1.36567869391
WR2800_N2200	1.36683758581	1.36677129748
WR2800_N2400	1.36882834153	1.36867917574
WR2800_N2600	1.37315317193	1.37284185574
WR2800_N2700	1.37948787056	1.37946003021
WR2800_N400	1.35199301699	1.35216039001
WR2800_N600	1.35573398739	1.35533786325
WR2800_N800	1.35821509277	1.35792266876
WR3000_N100	1.35322994238	1.3528508505
WR3000_N1000	1.3752137517	1.37517250937
WR3000_N1200	1.37695430753	1.37711483541
WR3000_N1400	1.37849458378	1.37849222902
WR3000_N1600	1.37976713038	1.379533713
WR3000_N1800	1.38080538921	1.38073607333
WR3000_N200	1.35813467311	1.35799765427
WR3000_N2000	1.38160676744	1.38170897377
WR3000_N2200	1.38258041182	1.38254345123
WR3000_N2400	1.38356172219	1.38358168456
WR3000_N2600	1.38519103403	1.38513629295
WR3000_N2800	1.38875765863	1.38866072494
WR3000_N2900	1.3943060986	1.39425322501
WR3000_N400	1.36513100298	1.36485542529
WR3000_N600	1.3699423197	1.36933316113
WR3000_N800	1.37311009378	1.37294710177
WR3200_N100	1.36287555811	1.36274525059
WR3200_N1000	1.39109839903	1.39103746868
